11,False,False,Café Carola,[],/biz/caf%C3%A9-carola-el-pueblito?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0.0,True,0,,[],,,,,[],{},café-carola-el-pueblito,
12,False,False,Starbucks Celaya,[],/biz/starbucks-celaya-celaya?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$$,0.0,True,0,,[],,,,,[],{},starbucks-celaya-celaya,http://www.starbucks.com.mx
13,False,False,Café con Pan,[],/biz/caf%C3%A9-con-pan-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$,3.7,True,3,,[],44 254 39039,,,,[],{},café-con-pan-querétaro,
14,False,False,El Palau,[],/biz/el-palau-atlacomulco?osq=cafe,"[{'title': 'Cafeteria', 'url': '/search?find_desc=Cafeteria&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,5.0,True,1,,[],72 259 12224,,,,[],{},el-palau-atlacomulco,
15,False,False,Sabor Oaxaqueño,[],/biz/sabor-oaxaque%C3%B1o-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0.0,True,0,,[],44 263 02580,,,,[],{},sabor-oaxaqueño-santiago-de-querétaro,
16,False,False,Silverio,[],/biz/silverio-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,5.0,True,3,,[],44 224 11024,,,,[],{},silverio-santiago-de-querétaro,
17,False,False,La Mia Vita,[],/biz/la-mia-vita-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,0.0,True,0,,[],,,,,[],{},la-mia-vita-santiago-de-querétaro,
18,False,False,Lemuria,[],/biz/lemuria-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,4.0,True,1,,[],44 222 53074,,,,[],{},lemuria-santiago-de-querétaro,http://lemuriacafeqro.com
19,False,False,El Gato Sin Cola,[],/biz/el-gato-sin-cola-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Mexican', 'url': '/search?find_desc=Mexican&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,5.0,True,1,,[],44 267 42098,,,,[],{},el-gato-sin-cola-santiago-de-querétaro,
20,False,False,RenovArte Café,[],/biz/renovarte-caf%C3%A9-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$,0.0,True,0,,[],44 218 94457,,,,[],{},renovarte-café-santiago-de-querétaro,http://www.renovartecafe.com
21,False,False,Bossa Nova,[],/biz/bossa-nova-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Creperies', 'url': '/search?find_desc=Creperies&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,5.0,False,1,,[],44 238 83051,,,,[],{},bossa-nova-santiago-de-querétaro,
22,False,False,Santa Fortuna,[],/biz/santa-fortuna-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Mexican', 'url': '/search?find_desc=Mexican&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Pizza', 'url': '/search?find_desc=Pizza&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,4.0,False,2,,[],44 275 75902,,,,[],{},santa-fortuna-santiago-de-querétaro,
23,False,False,Starbucks,[],/biz/starbucks-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,4.7,False,3,,[],,,,,[],{},starbucks-santiago-de-querétaro,http://www.starbucks.mx
24,False,False,Starbucks,[],/biz/starbucks-santiago-de-quer%C3%A9taro-4?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,4.5,False,2,,[],,,,,[],{},starbucks-santiago-de-querétaro-4,http://www.starbucks.com.mx
25,False,False,Vitsöe,[],/biz/vits%C3%B6e-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Waffles', 'url': '/search?find_desc=Waffles&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Sandwiches', 'url': '/search?find_desc=Sandwiches&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0.0,False,0,,[],,,,,[],{},vitsöe-santiago-de-querétaro,
26,False,False,Cielito Querido,[],/biz/cielito-querido-santiago-de-quer%C3%A9taro-2?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,4.0,False,1,,[],44 254 30517,,,,[],{},cielito-querido-santiago-de-querétaro-2,http://www.cielitoquerido.com.mx
27,False,False,Cielito Querido,[],/biz/cielito-querido-corregidora?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,3.5,False,2,,[],,,,,[],{},cielito-querido-corregidora,http://www.cielitoquerido.com.mx
28,False,False,Starbucks,[],/biz/starbucks-santiago-de-quer%C3%A9taro-3?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,3.0,False,2,,[],,,,,[],{},starbucks-santiago-de-querétaro-3,http://www.starbucks.com.mx
29,False,False,Starbucks,[],/biz/starbucks-juriquilla?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,2.5,False,2,,[],,,,,[],{},starbucks-juriquilla,http://www.starbucks.mx
30,False,False,Mirthala,[],/biz/mirthala-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,1.0,False,1,,[],44 222 35564,,,,[],{},mirthala-santiago-de-querétaro,
31,False,False,Starbucks,[],/biz/starbucks-jurica?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,0,True,0,,[],,,,,[],{},starbucks-jurica,http://www.starbucks.com/
32,False,False,Molino Negro,[],/biz/molino-negro-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Cafeteria', 'url': '/search?find_desc=Cafeteria&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],,,,,[],{},molino-negro-santiago-de-querétaro,
33,False,False,Don Cafe,[],/biz/don-cafe-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],44 221 44904,,,,[],{},don-cafe-querétaro,
34,False,False,The Italian Coffee Company,[],/biz/the-italian-coffee-company-el-pueblito-2?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,3,True,1,,[],44 222 55884,,,,[],{},the-italian-coffee-company-el-pueblito-2,http://www.italiancoffee.com
35,False,False,Morelli’s Gelato,[],/biz/morelli-s-gelato-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,5,True,1,,[],,,,,[],{},morelli-s-gelato-santiago-de-querétaro,http://www.morellisgelato.com/Stores/morelli-s-gelato-mexico
36,False,False,The Italian Coffee Company,[],/biz/the-italian-coffee-company-santiago-de-quer%C3%A9taro-2?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Sandwiches', 'url': '/search?find_desc=Sandwiches&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,3,True,1,,[],44 221 31756,,,,[],{},the-italian-coffee-company-santiago-de-querétaro-2,http://italiancoffee.com
37,False,False,Fran’s Café,[],/biz/frans-caf%C3%A9-bras%C3%ADlia-5?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],61 327 21272,,,,[],{},frans-café-brasília-5,http://franscafe.com.br
38,False,False,La Mia Vita Café,[],/biz/la-mia-vita-caf%C3%A9-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,0,True,0,,[],,,,,[],{},la-mia-vita-café-santiago-de-querétaro,
39,False,False,AKI La Olla,[],/biz/aki-la-olla-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Mexican', 'url': '/search?find_desc=Mexican&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],44 240 39567,,,,[],{},aki-la-olla-santiago-de-querétaro,
40,False,False,Agnus Dei Café,[],/biz/agnus-dei-caf%C3%A9-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],44 248 06487,,,,[],{},agnus-dei-café-santiago-de-querétaro,
41,False,False,Saboreal Café,[],/biz/saboreal-caf%C3%A9-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],44 241 32209,,,,[],{},saboreal-café-querétaro,http://www.saborealcafe.com.mx
42,False,False,The Italian Coffee,[],/biz/the-italian-coffee-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],44 262 91582,,,,[],{},the-italian-coffee-santiago-de-querétaro,http://www.italiancoffee.com/ubicaciones.php
43,False,False,Starbucks,[],/biz/starbucks-celaya?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,0,True,0,,[],461 159 4831,,,,[],{},starbucks-celaya,http://www.starbucks.com.mx/
44,False,False,Iglesias Gonzalez Augusto,[],/biz/iglesias-gonzalez-augusto-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],10 036 84012,,,,[],{},iglesias-gonzalez-augusto-querétaro,
45,False,False,Café Punta del Cielo,[],/biz/caf%C3%A9-punta-del-cielo-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,4,True,1,,[],44 224 52033,,,,[],{},café-punta-del-cielo-santiago-de-querétaro,http://puntadelcielo.com.mx
46,False,False,Starbucks,[],/biz/starbucks-santiago-de-quer%C3%A9taro-5?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],,,,,[],{},starbucks-santiago-de-querétaro-5,http://www.starbucks.com.mx
47,False,False,Barismo al Límite,[],/biz/barismo-al-l%C3%ADmite-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],44 223 44237,,,,[],{},barismo-al-límite-santiago-de-querétaro,http://barismoallimite.com.mx
48,False,False,Zuñiga Gonzalez Juan Francisco,[],/biz/zu%C3%B1iga-gonzalez-juan-francisco-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],,,,,[],{},zuñiga-gonzalez-juan-francisco-querétaro,
49,False,False,Valencia express,[],/biz/valencia-express-santiago-de-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",,0,True,0,,[],,,,,[],{},valencia-express-santiago-de-querétaro,
50,False,False,Cumplido Parra Agustín Ivan,[],/biz/cumplido-parra-agust%C3%ADn-ivan-quer%C3%A9taro?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Epitacio+Huerta%2C+Michoac%C3%A1n'}]",$$,0,True,0,,[],44 221 29859,,,,[],{},cumplido-parra-agustín-ivan-querétaro,
51,False,False,Luvier Pasteleria,[],/biz/luvier-pasteleria-guadalajara?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,4.5,False,2,,[],33 382 58623,,,,[],{},luvier-pasteleria-guadalajara,
52,False,False,Pastes Minería,[],/biz/pastes-miner%C3%ADa-guadalajara-3?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,4.5,False,2,,[],33 333 18538,,,,[],{},pastes-minería-guadalajara-3,http://pastesmineria.net/
53,False,False,Pan Gabriel,[],/biz/pan-gabriel-zapop%C3%A1n?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,4.8,False,4,,[],33 200 12011,,,,[],{},pan-gabriel-zapopán,
54,False,False,Il Pane,[],/biz/il-pane-zapopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,5.0,False,1,,[],33 312 14765,,,,[],{},il-pane-zapopan,
55,False,False,Krispy Kreme,[],/biz/krispy-kreme-zapopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Donuts', 'url': '/search?find_desc=Donuts&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,4.4,False,18,,[],33 361 12492,,,,[],{},krispy-kreme-zapopan,http://www.krispykreme.mx/
56,False,False,Materias Primas Alcaraz,[],/biz/materias-primas-alcaraz-ciudad-guzman?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Patisserie/Cake Shop', 'url': '/search?find_desc=Patisserie%2FCake+Shop&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,0.0,False,0,,[],34 141 30381,,,,[],{},materias-primas-alcaraz-ciudad-guzman,http://materiasprimasalcaraz.com.mx
57,False,False,Panaderia El Pan de Cada Dia,[],/biz/panaderia-el-pan-de-cada-dia-zapopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,5.0,False,1,,[],,,,,[],{},panaderia-el-pan-de-cada-dia-zapopan,
58,False,False,Pastelería Neufeld,[],/biz/pasteler%C3%ADa-neufeld-guadalajara-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Cafeteria', 'url': '/search?find_desc=Cafeteria&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Patisserie/Cake Shop', 'url': '/search?find_desc=Patisserie%2FCake+Shop&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,3.6,False,5,,[],33 326 83400,,,,[],{},pastelería-neufeld-guadalajara-2,http://www.neufeld.com.mx/
59,False,False,La Patita Polola,[],/biz/la-patita-polola-guadalajara?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,4.5,False,2,,[],33 361 56435,,,,[],{},la-patita-polola-guadalajara,http://patitapolola.mx/
60,False,False,OhLaLa!,[],/biz/ohlala-zapopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,4.1,False,8,,[],33 156 26995,,,,[],{},ohlala-zapopan,
61,False,False,Le Bredele,[],/biz/le-bredele-guadalajara-2?osq=bakeries,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,5.0,False,1,,[],33 333 50468,,,,[],{},le-bredele-guadalajara-2,http://www.lebredele.com
62,False,False,Pasteleria Jeffrey,[],/biz/pasteleria-jeffrey-zapopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,5.0,False,2,,[],,,,,[],{},pasteleria-jeffrey-zapopan,
63,False,False,Black Coffee Gallery,[],/biz/black-coffee-gallery-emiliano-zapata?osq=bakeries,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,5.0,False,1,,[],33 228 28183,,,,[],{},black-coffee-gallery-emiliano-zapata,https://www.blackcoffeegallery.com.mx
64,False,False,La Pastería,[],/biz/la-paster%C3%ADa-guadalajara-4?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,4.5,False,2,,[],33 166 26549,,,,[],{},la-pastería-guadalajara-4,
65,False,False,Pasteles Caseros,[],/biz/pasteles-caseros-guadalajara?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,5.0,False,1,,[],33 382 55083,,,,[],{},pasteles-caseros-guadalajara,
66,False,False,El Almacén de Noé,[],/biz/el-almac%C3%A9n-de-no%C3%A9-guadalajara?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Grocery', 'url': '/search?find_desc=Grocery&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Imported Food', 'url': '/search?find_desc=Imported+Food&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,4.0,False,1,,[],33 381 74841,,,,[],{},el-almacén-de-noé-guadalajara,
67,False,False,Pastelería Ok,[],/biz/pasteler%C3%ADa-ok-guadalajara?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Patisserie/Cake Shop', 'url': '/search?find_desc=Patisserie%2FCake+Shop&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,4.1,False,15,,[],33 385 32004,,,,[],{},pastelería-ok-guadalajara,
68,False,False,Pava Bakery,[],/biz/pava-bakery-guadalajara?osq=bakeries,"[{'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,5.0,False,1,,[],33 364 29308,,,,[],{},pava-bakery-guadalajara,
69,False,False,Pasteleria Jeffrey,[],/biz/pasteleria-jeffrey-guadalajara-3?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Cafeteria', 'url': '/search?find_desc=Cafeteria&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",$$,4.8,False,4,,[],33 364 18214,,,,[],{},pasteleria-jeffrey-guadalajara-3,http://pasteleriajeffrey.com
70,False,False,Pan Bueno,[],/biz/pan-bueno-zapopan-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,3.8,False,5,,[],33 362 92032,,,,[],{},pan-bueno-zapopan-2,http://www.panbueno.com.mx/
71,False,False,Pan Dulce Victoria,[],/biz/pan-dulce-victoria-guadalajara?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,0.0,False,0,,[],33 183 47053,,,,[],{},pan-dulce-victoria-guadalajara,
72,False,False,Pankery,[],/biz/pankery-tlajomulco-de-z%C3%BA%C3%B1iga?osq=bakeries,"[{'title': 'Cafeteria', 'url': '/search?find_desc=Cafeteria&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,5.0,False,1,,[],33 165 50406,,,,[],{},pankery-tlajomulco-de-zúñiga,http://www.pankery.com
73,False,False,OK Pasteleria,[],/biz/ok-pasteleria-san-jos%C3%A9-del-tajo-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,0.0,False,0,,[],33 361 27880,,,,[],{},ok-pasteleria-san-josé-del-tajo-2,http://www.pasteleriaok.com.mx/
74,False,False,Punto Pan,[],/biz/punto-pan-guadalajara?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Tecolotl%C3%A1n%2C+Jalisco'}]",,5.0,False,1,,[],33 312 13643,,,,[],{},punto-pan-guadalajara,
